"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Petrol_importer_cost_NZc.p.l","Petrol_ETS_NZc.p.l","Petrol_GST_NZc.p.l","Petrol_taxes_NZc.p.l","Petrol_price_excl_taxes_NZc.p.l","Petrol_main_port_price_NZc.p.l","Petrol_discounted_retail_price_NZc.p.l","Petrol_importer_margin_NZc.p.l","Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2016-02-05,"2016w05","Final",30.17,0.65858,45.8106835919706,42.8898972567104,1.1348,10.8934543717152,11.2684543717152,71.1132291447683,95.9,83.5164835164835,28.2233318880579,32.5218112883066,50.0161141395171,0.9818,22.2670807453416,89.3960807453416,80.3364049689441,182.9,170.714285714286,30.320290829427,28.0957214380251,81.8815043478261
2016-02-12,"2016w06","Final",27,0.665825,40.5511958848046,40.3688209740504,1.1348,10.8934543717152,11.2684543717152,71.1132291447683,95.9,83.5164835164835,30.7444081707179,32.5046216067464,44.0643907201899,0.9818,21.5403726708075,88.6693726708075,75.4916844720497,177.328571428571,165.142857142857,31.4272937518597,28.1186671064811,81.8815043478261
2016-02-19,"2016w07","Final",29.56,0.6628,44.5986722993362,44.0955797745539,1.1348,11.1170568561873,11.4920568561873,72.6039123745819,97.6142857142857,85.2307692307692,28.508332600028,32.5221919533411,47.7104085697748,0.9818,21.0931677018634,88.2221677018634,72.5103180124224,173.9,161.714285714286,24.7999094426476,28.1247922511031,83.3721875776397
2016-02-26,"2016w08","Final",29.96,0.66782,44.8623880686413,43.3716652386969,1.1348,11.2847587195413,11.6597587195413,73.7219247969422,98.9,86.5164835164835,30.3502595582453,32.5397622999357,47.9787582056923,0.9818,21.0931677018634,88.2221677018634,72.5103180124224,173.9,161.714285714286,24.5315598067301,28.1309173957251,84.4902
2016-03-04,"2016w09","Final",32.21,0.66422,48.4929691969528,45.5711569621731,1.1348,11.6760630673674,12.0510630673674,76.3306204491161,101.9,89.5164835164835,30.759463486943,32.5573326465304,50.9918580906048,0.9818,21.4844720496894,88.6134720496894,75.1190136645963,176.9,164.714285714286,24.1271555739915,28.1370425403471,87.0988956521739
2016-03-11,"2016w10","Final",35.48,0.67262,52.7489518598912,48.9695826888161,1.1348,12.1232680363115,12.4982680363115,79.3119869087434,105.328571428571,92.9450549450549,30.3424042199274,32.5749029931251,55.7464517603502,0.9818,21.9316770186335,89.0606770186336,78.1003801242236,180.328571428571,168.142857142857,22.3539283638734,28.1431676849691,90.0802621118012
2016-03-18,"2016w11","Final",35.94,0.67242,53.4487373962702,49.5212106896393,1.1348,12.9804108934544,13.3554108934544,85.0262726230291,111.9,99.5164835164835,35.5050619333899,32.5924733397198,55.9222577533713,0.9818,22.7888198757764,89.9178198757764,83.8146658385093,186.9,174.714285714286,27.892408085138,28.1492928295911,95.794547826087
2016-03-25,"2016w12","Final",36.82,0.67505,54.5441078438634,49.9809181546769,1.40176,12.9804108934544,13.3554108934544,84.7593126230291,111.9,99.5164835164835,34.7783944683522,32.6100436863144,56.893422181083,1.21276,22.7888198757764,89.9178198757764,83.5837058385093,186.9,174.714285714286,26.6902836574264,28.1554179742131,95.527587826087
2016-04-01,"2016w13","Final",34.93,0.68605,50.9146563661541,47.3433474894977,1.4685,12.7610470275067,13.1360470275067,83.2301468500444,111.9,97.834693877551,35.8867993605467,32.6276140329091,55.4731538917437,1.2705,22.6961231315269,89.8251231315269,82.9079875435124,186.9,174.003610675039,27.4348336517687,28.1615431188351,95.460847826087
2016-04-08,"2016w14","Final",35.14,0.68242,51.4932153219425,45.7849233901823,1.4685,11.7232202580029,12.0982202580029,76.3113017200191,106.185714285714,89.878021978022,30.5263783298368,32.6451843795038,53.3430306332024,1.2705,22.3489249880554,89.4779249880554,80.5933332537028,185.185714285714,171.341758241758,27.2503026205004,28.1676682634571,90.4919037267081
2016-04-15,"2016w15","Final",39.72,0.68672,57.8401677539609,49.6633040008591,1.4685,12.1890587673196,12.5640587673196,79.4168917821309,109.757142857143,93.4494505494506,29.7535877812718,32.6989929357397,56.2011377047085,1.2705,22.8147634973722,89.9437634973722,83.6989233158146,188.757142857143,174.913186813187,27.4977856111061,28.1785187659052,93.5974937888199
2016-04-22,"2016w16","Final",40.46,0.69606,58.1271729448611,50.1272123421399,1.7355,12.1517916865743,12.5267916865743,78.901444577162,109.471428571429,93.1637362637363,28.774232235022,32.7528014919756,54.2742935500277,1.5015,22.7774964166269,89.9064964166269,83.2194761108457,188.471428571429,174.627472527473,28.9451825608179,28.1893692683533,93.0820465838509
2016-04-29,"2016w17","Final",42.37,0.6912,61.2991898148148,53.6323145710862,1.7355,12.449928332537,12.824928332537,80.8890222169135,111.757142857143,95.4494505494506,27.2567076458274,32.8066100482115,58.1863249646133,1.5015,22.8892976588629,90.0182976588629,83.9648177257525,189.328571428571,175.484615384615,25.7784927611392,28.2002197708013,95.0696242236025
2016-05-06,"2016w18","Final",42.24,0.69386,60.8768339434468,52.1368215517529,1.9491,12.7107978977544,13.0857978977544,82.4145526516961,113.757142857143,97.4494505494506,30.2777310999432,32.8604186044474,56.7461397903018,1.6863,22.9638318203536,90.0928318203536,84.2769121356904,189.9,176.056043956044,27.5307723453886,28.2110702732494,96.5951546583851
2016-05-13,"2016w19","Final",42.98,0.68046,63.1631543367722,54.5923354806297,2.0025,13.0834687052078,13.4584687052078,84.8456247013856,116.614285714286,100.306593406593,30.2532892207559,32.9142271606833,58.4298576177862,1.7325,23.1874343048256,90.3164343048256,85.7213953655041,191.614285714286,177.77032967033,27.2915377477179,28.2219207756975,99.0262267080745
2016-05-20,"2016w20","Final",45.66,0.677,67.4446085672083,57.8464085303886,2.0025,13.5306736741519,13.9056736741519,87.8269911610129,120.042857142857,103.735164835165,29.9805826306243,32.9680357169192,61.9797329023585,1.7325,23.5228380315337,90.6518380315337,87.9574202102245,194.185714285714,180.341758241758,25.977687307866,28.2327712781456,102.007593167702
2016-05-27,"2016w21","Final",45.75,0.67408,67.8702824590553,59.059409173785,2.0025,14.0710463449594,14.4460463449594,91.4294756330626,124.185714285714,107.878021978022,32.3700664592776,33.0218442731551,62.9110326069821,1.7325,23.9141423793598,91.0431423793598,90.5661158623984,197.185714285714,183.341758241758,27.6550832554164,28.2436217805937,105.610077639752
2016-06-03,"2016w22","Final",46.13,0.6768,68.1589834515367,59.4393045509187,2.0025,14.2946488294314,14.6696488294314,92.9201588628763,125.9,109.592307692308,33.4808543119576,33.075652829391,62.0818418144422,1.7325,24.1377448638318,91.2667448638318,92.0567990922121,198.9,185.056043956044,29.9749572777699,28.2544722830418,107.100760869565
2016-06-10,"2016w23","Final",47.53,0.702675,67.6415127904081,58.5188554262366,2.0025,14.0151457238414,14.3901457238414,91.0568048256092,123.757142857143,107.449450549451,32.5379493993726,33.1654198474571,59.5877385631538,1.7325,23.8582417582418,90.9872417582418,90.193445054945,196.757142857143,182.913186813187,30.6057064917912,28.2887303672907,105.237406832298
2016-06-17,"2016w24","Final",45.65,0.70372,64.8695503893594,56.2925893938706,2.0025,14.1828475871954,14.5578475871954,92.1748172479694,125.042857142857,108.735164835165,35.8822278540988,33.2551868655233,56.970899556352,1.7325,23.5787386526517,90.7077386526517,88.330091017678,194.614285714286,180.77032967033,31.3591914613259,28.3229884515397,106.355419254658
2016-06-24,"2016w25","Final",46.12,0.71422,64.5739408025538,56.3110500126754,2.3229,13.6238413760153,13.9988413760153,88.1277091734353,120.757142857143,104.449450549451,31.8166591607599,33.3449538835894,57.659797638203,2.0097,23.1315336837076,90.2605336837076,85.0715245580506,191.185714285714,177.341758241758,27.4117269198476,28.3572465357886,102.308311180124
2016-07-01,"2016w26","Final",45.09,0.70802,63.6846416767888,56.0013730109061,2.403,13.6202611188434,13.9952611188434,88.023740792289,119.9,104.422001911132,32.022367781383,33.4347209016555,56.208715503677,2.079,23.3345444590516,90.4635444590516,86.3556297270108,190.9,178.898174186062,30.1469142233337,28.3915046200376,101.482869565217
2016-07-08,"2016w27","Final",43.85,0.7178,61.0894399554193,55.2744313268779,2.403,13.7645557655955,14.2945557655955,88.8307051039697,119.9,105.528260869565,33.5562737770919,33.5244879197217,52.9236127075287,2.079,23.4313124493654,90.7153124493654,86.8457496624359,189.185714285714,179.640062111801,33.9221369549072,28.4257627042865,101.327869565217
2016-07-15,"2016w28","Final",43.08,0.72464,59.4502097593288,52.3422990363548,2.403,13.112381852552,13.642381852552,84.4828790170132,114.9,100.528260869565,32.1405799806585,33.6142549377878,50.1464950183639,2.079,22.6114366729679,89.8954366729679,81.3799111531191,182.9,173.354347826087,31.2334161347552,28.4600207885355,96.9800434782609
2016-07-22,"2016w29","Final",42.29,0.70246,60.2027161688922,53.1810457515743,2.403,13.112381852552,13.642381852552,84.4828790170132,114.9,100.528260869565,31.3018332654389,33.7040219558539,51.787398569457,2.079,22.6114366729679,89.8954366729679,81.3799111531191,182.9,173.354347826087,29.5925125836621,28.4942788727845,96.9800434782609
2016-07-29,"2016w30","Final",39.88,0.70436,56.6187744903175,50.3417995985983,2.403,12.8142452065893,13.3442452065892,82.4953013772617,112.614285714286,98.2425465838509,32.1535017786634,33.7937889739201,49.444721949783,2.079,22.0524304617877,89.3364304617878,77.653203078585,178.614285714286,169.068633540373,28.208481128802,28.5285369570334,94.9924658385093
2016-08-05,"2016w31","Final",39.45,0.7191,54.8602419691281,47.3335340493307,2.403,12.5906427221172,13.1206427221172,81.004618147448,110.9,96.5282608695652,33.6710840981173,33.9207095794335,47.8437351540617,2.079,21.8288279773157,89.1128279773157,76.1625198487713,176.9,167.354347826087,28.3187846947095,28.5799083022014,93.5017826086956
2016-08-12,"2016w32","Final",42.33,0.71866,58.9012885091698,49.4995662251396,2.403,12.7769781258439,13.3069781258439,82.2468541722927,112.328571428571,97.9568322981366,32.7472879471531,34.047630184947,49.787254581185,2.079,22.0151633810424,89.2991633810424,77.404755873616,178.328571428571,168.782919254658,27.617501292431,28.6312796473695,94.7440186335404
2016-08-19,"2016w33","Final",46.48,0.7248,64.1280353200883,53.3942989856989,2.403,13.5223197407507,14.0523197407507,87.2157982716716,118.042857142857,103.671118012422,33.8214992859727,34.1745507904605,53.9843127526724,2.079,22.7605049959492,90.0445049959492,82.3736999729949,184.042857142857,174.497204968944,28.3893872203225,28.6826509925375,99.7129627329193
2016-08-26,"2016w34","Final",46.21,0.72896,63.3916812993854,53.3886968823864,2.403,13.9695247096948,14.4995247096948,90.1971647312989,121.471428571429,107.099689440994,36.8084678489125,34.3014713959739,54.9168741710311,2.079,23.2077099648933,90.4917099648933,85.3550664326222,187.471428571429,177.925776397516,30.4381922615911,28.7340223377055,102.694329192547
2016-09-02,"2016w35","Final",43.44,0.72488,59.9271603575764,52.1368767924042,2.403,14.0254253308129,14.5554253308129,90.5698355387524,121.9,107.528260869565,38.4329587463481,34.4283920014874,55.20600635066,2.079,23.4499459897381,90.7339459897381,86.9699732649203,189.328571428571,179.782919254658,31.7639669142603,28.7853936828735,103.067
2016-09-09,"2016w36","Final",44.38,0.73822,60.1175801251659,51.6881234889731,2.403,13.6341209829868,14.1641209829868,87.9611398865785,118.9,104.528260869565,36.2730163976053,34.5553126070009,54.866370624051,2.079,23.2636105860113,90.5476105860114,85.7277372400756,187.9,178.354347826087,30.8613666160246,28.8367650280416,100.458304347826
2016-09-16,"2016w37","Final",43.03,0.73,58.9452054794521,51.2448678073629,2.403,13.6341209829868,14.1641209829868,87.9611398865785,118.9,104.528260869565,36.7162720792155,34.6822332125143,55.1332498590674,2.079,23.2636105860113,90.5476105860114,85.7277372400756,187.9,178.354347826087,30.5944873810082,28.8881363732096,100.458304347826
2016-09-23,"2016w38","Final",43.52,0.73066,59.5625872498837,51.518582372061,2.403,13.6341209829868,14.1641209829868,87.9611398865785,118.9,104.528260869565,36.4425575145175,34.8091538180278,55.0061194974427,2.079,23.2636105860113,90.5476105860114,85.7277372400756,187.9,178.354347826087,30.721617742633,28.9395077183776,100.458304347826
2016-09-30,"2016w39","Final",44.05,0.7263,60.6498692000551,52.824418986992,2.403,13.6111936267891,14.1411936267891,87.8082908452606,118.9,104.35248447205,34.9838718582686,34.9400669110658,56.0200692906688,2.079,23.1077369700243,90.3917369700243,84.688579800162,187.9,177.159316770186,28.6685105094933,28.9824488256281,100.458304347826
2016-10-07,"2016w40","Final",48.74,0.72104,67.5968046155553,57.2239880733966,2.403,13.9265460437483,14.4565460437483,89.9106402916554,121.757142857143,106.770186335404,32.6866522182588,35.0709800041038,58.5435452334689,2.079,23.0907237375101,90.3747237375101,84.5751582500675,190.757142857143,177.028881987578,26.0316130165986,29.0253899328786,102.942776397516
2016-10-14,"2016w41","Final",49.49,0.70966,69.7376208325114,59.4072438212389,2.403,14.4296516338104,14.9596516338104,93.2646775587362,125.614285714286,110.627329192547,33.8574337374972,35.2018930971418,60.8091243129184,2.079,23.5938293275722,90.8778293275722,87.9291955171482,194.614285714286,180.88602484472,27.1200712042298,29.0683310401291,106.296813664596
2016-10-21,"2016w42","Final",49.06,0.71852,68.2792406613595,58.4541046279555,2.403,14.9513907642452,15.4813907642452,96.7429384283014,129.614285714286,114.627329192547,38.2888338003458,35.3328061901798,61.5317324214555,2.079,24.115568458007,91.399568458007,91.4074563867135,198.614285714286,184.88602484472,29.875723965258,29.1112721473796,109.775074534161
2016-10-28,"2016w43","Final",48.13,0.71415,67.3948050129525,58.8068221115331,2.403,14.9886578449906,15.5186578449905,96.9913856332703,129.9,114.913043478261,38.1845635217372,35.4637192832178,62.1529438691079,2.079,24.1528355387524,91.4368355387524,91.6559035916824,198.9,185.171739130435,29.5029597225745,29.1542132546301,110.02352173913
2016-11-04,"2016w44","Final",43.67,0.72256,60.4378875110718,55.4669347367395,2.403,14.7650553605185,15.2950553605185,95.5007024034567,128.185714285714,113.198757763975,40.0337676667172,35.5946323762558,58.1856392256393,2.079,24.003767215771,91.287767215771,90.6621147718066,197.757142857143,184.028881987578,32.4764755461673,29.1971543618806,108.532838509317
2016-11-11,"2016w45","Final",42.38,0.73054,58.011881621814,52.6361064157859,2.403,13.9265460437483,14.4565460437483,89.9106402916554,121.757142857143,106.770186335404,37.2745338758696,35.7255454692938,55.0929653171638,2.079,23.2211585201188,90.5051585201188,85.4447234674588,191.757142857143,178.028881987578,30.351758150295,29.2400954691312,102.942776397516
2016-11-18,"2016w46","Final",42.94,0.70862,60.5966526488104,53.4576120430343,2.403,13.5538752362949,14.0838752362949,87.426168241966,118.9,103.913043478261,33.9685561989317,35.8564585623319,55.9281256172254,2.079,22.8484877126654,90.1324877126654,82.9602514177693,188.9,175.171739130435,27.032125800544,29.2830365763817,100.458304347826
2016-11-25,"2016w47","Final",45.6,0.70298,64.8667102904777,56.4314326894681,2.403,13.889278963003,14.419278963003,89.6621930866865,121.471428571429,106.484472049689,33.2307603972183,35.9259207647871,59.5872478789303,2.079,23.1838914393735,90.4678914393735,85.1962762624899,191.471428571429,177.743167701863,25.6090283835596,29.2817811146504,102.694329192547
2016-12-02,"2016w48","Final",47.74,0.70902,67.3323742630673,55.9478812759095,2.403,14.2619497704564,14.7919497704564,92.1466651363759,124.328571428571,109.341614906832,36.1987838604664,35.9953829672424,59.0122720540395,2.079,23.5565622468269,90.8405622468269,87.6807483121793,194.328571428571,180.600310559006,28.6684762581398,29.2805256529192,105.178801242236
2016-12-09,"2016w49","Final",51.14,0.71472,71.5524960823819,59.640886800121,2.403,14.7464218201458,15.2764218201458,95.3764788009722,128.042857142857,113.055900621118,35.7355920008512,36.0648451696977,62.6067512109296,2.079,24.0410342965163,91.3250342965163,90.9105619767756,198.042857142857,184.314596273292,28.303810765846,29.2792701911879,108.408614906832
2016-12-16,"2016w50","Final",52.26,0.7127,73.3267854637295,61.3903867120907,2.403,15.1377261679719,15.6677261679719,97.9851744531461,131.042857142857,116.055900621118,36.5947877410554,36.134307372153,64.3325410891749,2.079,24.4323386443424,91.7163386443424,93.5192576289495,201.042857142857,187.314596273292,29.1867165397746,29.2780147294566,111.017310559006
2016-12-23,"2016w51","Final",52.2,0.69276,75.3507708297246,63.7625863089065,2.403,15.3985957331893,15.9285957331893,99.7243048879287,133.042857142857,118.055900621118,35.9617185790222,36.2037695746083,67.692428442941,2.079,24.6932082095598,91.9772082095598,95.2583880637321,203.042857142857,189.314596273292,27.565959620791,29.2767592677254,112.756440993789
2016-12-30,"2016w52","Final",53.58,0.692933333333333,77.3234558399076,65.9197905147074,2.403,15.4592222522279,15.9892222522279,100.128481681519,133.9,118.520703933747,34.208691166812,36.2732317770636,69.6606541465496,2.079,24.7471509586821,92.0311509586822,95.6180063912143,203.9,189.728157349896,25.9573522446647,29.2755038059941,113.501782608696
2017-01-06,"2017w01","Final",54.02,0.6969,77.5147079925384,65.1351121817194,2.403,15.3385093167702,15.8685093167702,99.3237287784679,135.328571428571,117.595238095238,34.1886165967485,36.3426939795189,69.2014702619037,2.079,24.5863354037267,91.8703354037267,94.5459026915114,205.328571428571,188.495238095238,25.3444324296077,29.2742483442629,114.74401863354
2017-01-13,"2017w02","Final",53.19,0.70232,75.7347078254926,63.4073257745988,2.403,15.4130434782609,15.9430434782609,99.8206231884058,135.9,118.166666666667,36.413297413807,36.4121561819742,67.3979539817703,2.079,24.6608695652174,91.9448695652174,95.0427971014493,205.9,189.066666666667,27.644843119679,29.2729928825316,115.240913043478
2017-01-20,"2017w03","Final",53.35,0.7147,74.6467049111515,61.8026131704459,2.403,15.7484472049689,16.2784472049689,102.056648033126,138.471428571429,120.738095238095,40.2540348626804,36.4120305341599,66.8600683911436,2.079,24.9962732919255,92.2802732919255,97.2788219461698,208.471428571429,191.638095238095,30.4187535550262,29.2513488599997,117.476937888199
2017-01-27,"2017w04","Final",53.95,0.72438,74.4774841933792,61.6188183963994,2.403,15.804347826087,16.334347826087,102.42931884058,138.9,121.166666666667,40.8105004441803,36.4119048863456,65.8158481306978,2.079,25.0521739130435,92.3361739130435,97.6514927536232,208.9,192.066666666667,31.8356446229254,29.2297048374677,117.849608695652
2017-02-03,"2017w05","Final",54.81,0.72856,75.2305918524212,61.8810952615485,3.0278,15.804347826087,16.334347826087,101.80451884058,138.9,121.166666666667,39.9234235790313,36.4117792385313,66.3181730765647,2.6195,25.0521739130435,92.3361739130435,97.1109927536232,208.9,192.066666666667,30.7928196770585,29.2080608149358,117.224808695652
2017-02-10,"2017w06","Final",54.09,0.72585,74.5195288282703,62.4693339015447,3.0278,15.6552795031056,16.1852795031056,100.810730020704,137.757142857143,120.02380952381,38.3413961191593,36.411653590717,66.5670502462681,2.6195,24.9031055900621,92.1871055900621,96.1172039337474,207.757142857143,190.92380952381,29.5501536874794,29.1864167924038,116.231019875776
2017-02-17,"2017w07","Final",53.85,0.71952,74.8415610406938,62.8243723945053,3.0278,15.5434782608696,16.0734782608696,100.065388405797,136.9,119.166666666667,37.2410160112918,36.4115279429027,67.1341349699758,2.6195,24.7913043478261,92.0753043478261,95.3718623188406,206.9,190.066666666667,28.2377273488648,29.1647727698719,115.48567826087
2017-02-24,"2017w08","Final",54.57,0.71846,75.9541240987668,63.2965497957093,3.0278,15.5434782608696,16.0734782608696,100.065388405797,136.9,119.166666666667,36.7688386100878,36.4114022950885,65.2326843830869,2.6195,24.7913043478261,92.0753043478261,95.3718623188406,206.9,190.066666666667,30.1391779357537,29.1431287473399,115.48567826087
2017-03-03,"2017w09","Final",54.55,0.71462,76.3342755590384,63.1340292063098,3.0278,15.5434782608696,16.0734782608696,100.065388405797,136.9,119.166666666667,36.9313591994873,36.4112766472742,63.9630914036122,2.6195,24.7913043478261,92.0753043478261,95.3718623188406,206.9,190.066666666667,31.4087709152284,29.121484724808,115.48567826087
2017-03-10,"2017w10","Final",52.7,0.6956,75.7619321449109,63.1388983263339,3.0278,15.5434782608696,16.0734782608696,100.065388405797,136.9,119.166666666667,36.9264900794632,36.4111509994599,64.7848135172537,2.6195,24.7913043478261,92.0753043478261,95.3718623188406,206.9,190.066666666667,30.5870488015869,29.099840702276,115.48567826087
2017-03-17,"2017w11","Final",49.82,0.69562,71.6195624047612,60.1612294457641,3.0278,15.3198757763975,15.8498757763975,98.5747051759835,135.185714285714,117.452380952381,38.4134757302193,36.3669662595798,62.2698082806706,2.6195,24.567701863354,91.8517018633541,93.8811790890269,205.185714285714,188.352380952381,31.6113708083563,29.0788963628817,113.994995031056
2017-03-24,"2017w12","Final",49.21,0.70352,69.9482601773937,58.7461788559734,3.0278,15.1521739130435,15.6821739130435,97.4566927536232,133.9,116.166666666667,38.7105138976498,36.3227815196997,61.8089062648242,2.6195,24.4,91.684,92.7631666666667,203.9,187.066666666667,30.9542604018425,29.0579520234874,112.876982608696
2017-03-31,"2017w13","Final",50.23,0.7024,71.5119589977221,59.6657649660879,3.0278,15.2378608968671,15.7678608968671,98.0279393124474,133.9,116.823600209315,38.3621743463595,36.2785967798196,63.281472469292,2.6195,24.4782335676746,91.7622335676746,93.2847237844971,203.9,187.666457352172,30.003251315205,29.037007684093,112.876982608696
2017-04-07,"2017w14","Final",52.48,0.69846,75.1367293760559,62.3564069090291,3.0278,15.4520783564262,15.9820783564262,99.4560557095079,133.9,118.465934065934,37.0996488004788,36.2344120399395,66.3027841160735,2.6195,24.673817486861,91.957817486861,94.5886165790731,203.9,189.165934065934,28.2858324629996,29.0160633446987,112.876982608696
2017-04-14,"2017w15","Final",54.19,0.6956,77.9039677975848,64.7125829589225,3.0278,15.7129479216436,16.2429479216436,101.19518614429,135.9,120.465934065934,36.482603185368,36.1902273000594,67.8815902643652,2.6195,24.9346870520784,92.2186870520784,96.3277470138557,205.9,191.165934065934,28.4461567494905,28.9951190053043,114.616113043478
2017-04-21,"2017w16","Final",51.79,0.70195,73.780183773773,63.0221471026197,3.0278,15.7129479216436,16.2429479216436,101.19518614429,135.9,120.465934065934,38.1730390416708,36.1460425601793,66.2751650550649,2.6195,24.9346870520784,92.2186870520784,96.3277470138557,205.9,191.165934065934,30.0525819587908,28.97417466591,114.616113043478
2017-04-28,"2017w17","Final",50.02,0.69365,72.1112953218482,61.7021611968934,3.0278,15.7129479216436,16.2429479216436,101.19518614429,135.9,120.465934065934,39.493024947397,36.1018578202993,64.2892624303606,2.6195,24.9346870520784,92.2186870520784,96.3277470138557,205.9,191.165934065934,32.0384845834951,28.9532303265156,114.616113043478
2017-05-05,"2017w18","Final",48.79,0.68976,70.7347483182556,58.9915311829398,3.0278,15.7129479216436,16.2429479216436,101.19518614429,135.9,120.465934065934,42.2036549613507,36.0576730804192,61.7304703972424,2.6195,24.9346870520784,92.2186870520784,96.3277470138557,205.9,191.165934065934,34.5972766166133,28.9322859871213,114.616113043478
2017-05-12,"2017w19","Final",48.63,0.68772,70.7119176409004,59.1126501477198,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,38.6042751270054,35.9948221190528,62.7596532443719,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,30.0898328999186,28.9238997053108,111.137852173913
2017-05-19,"2017w20","Final",51.3,0.6896,74.3909512761021,60.7190634158341,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,36.9978618588911,35.9319711576864,64.4293397189419,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,28.4201464253486,28.9155134235003,111.137852173913
2017-05-26,"2017w21","Final",52.06,0.70038,74.3310774151175,61.5241104186226,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,36.1928148561027,35.86912019632,64.3127976279971,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,28.5366885162934,28.9071271416898,111.137852173913
2017-06-02,"2017w22","Final",49.32,0.70666,69.7931112557666,58.5521498729435,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,39.1647754017818,35.8062692349535,62.084122270394,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,30.7653638738965,28.8987408598794,111.137852173913
2017-06-09,"2017w23","Final",47.27,0.71845,65.7944185399123,55.4157076385669,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,42.3012176361584,35.7434182735871,58.8859776937304,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,33.9635084505601,28.8903545780689,111.137852173913
2017-06-16,"2017w24","Final",46.18,0.72174,63.9842602599274,54.8086933268654,3.0278,14.3154323936933,14.8454323936933,91.8784159579551,125.185714285714,109.751648351648,37.0697226310897,35.6805673122207,56.4736964747047,2.6195,23.537171524128,90.821171524128,87.0109768275203,195.185714285714,180.451648351648,30.5372803528156,28.8819682962584,105.299342857143
2017-06-23,"2017w25","Final",44.56,0.7252,61.4451185879757,53.4805937543522,3.0278,13.3278547539417,13.8578547539417,85.2945650262781,117.614285714286,102.18021978022,31.8139712719258,35.6177163508543,54.8126717944776,2.6195,22.5495938843765,89.8335938843765,80.4271258958433,187.614285714286,172.88021978022,25.6144541013657,28.8735820144479,98.7154919254658
2017-06-30,"2017w26","Final",46.15,0.73016,63.2053248603046,54.5259752325317,3.0278,13.1494321503503,13.6794321503503,84.1050810023355,115.9,100.812313152686,29.5791057698038,35.5548653894879,55.6042230594243,2.6195,22.4131372543201,89.6971372543201,79.5174150288005,185.9,171.834052283121,23.9131919693762,28.8651957326374,97.2248086956522
2017-07-07,"2017w27","Final",47.46,0.7287,65.1296829971182,57.318661537571,3.0278,13.262381852552,13.892381852552,84.7580790170132,115.9,101.678260869565,27.4394174794422,35.4858426364055,57.1299675381047,2.6195,22.6310018903592,89.1150018903592,81.7698459357278,185.9,173.504347826087,24.6398783976231,28.8656323863024,97.1248086956522
2017-07-14,"2017w28","Final",46.55,0.72648,64.076092941306,55.8362701615652,3.0278,13.262381852552,13.892381852552,84.7580790170132,115.9,101.678260869565,28.9218088554481,35.4168198833231,56.7282948305862,2.6195,22.6310018903592,89.1150018903592,81.7698459357278,185.9,173.504347826087,25.0415511051416,28.8660690399674,97.1248086956522
2017-07-21,"2017w29","Final",47.7,0.73482,64.913856454642,56.6108283654286,3.0278,13.5232514177694,14.1532514177694,86.4972094517958,117.9,103.678260869565,29.8863810863672,35.3477971302407,58.2267898684747,2.6195,22.6310018903592,89.1150018903592,81.7698459357278,185.9,173.504347826087,23.5430560672531,28.8665056936323,98.8639391304348
2017-07-28,"2017w30","Final",48.99,0.74642,65.6332895688754,56.9357745302281,3.0278,13.7841209829868,14.4141209829868,88.2363398865784,119.9,105.678260869565,31.3005653563503,35.2787743771583,57.7701483372719,2.6195,22.8918714555766,89.3758714555766,83.5089763705104,187.9,175.504347826087,25.7388280332385,28.8669423472973,100.603069565217
2017-08-04,"2017w31","Final",50.73,0.7459,68.0117978281271,59.1296887414605,3.0278,14.2313259519309,14.8613259519309,91.2177063462058,123.328571428571,109.106832298137,32.0880176047453,35.2097516240759,60.5360482453314,2.6195,23.3390764245207,89.8230764245207,86.4903428301377,191.328571428571,178.932919254658,25.9542945848064,28.8673790009623,103.584436024845
2017-08-11,"2017w32","Final",50.71,0.7335,69.134287661895,59.6244995323074,3.0278,14.734431541993,15.364431541993,94.5717436132865,127.185714285714,112.96397515528,34.9472440809791,35.1407288709935,62.5634796712578,2.6195,23.8421820145828,90.3261820145828,89.8443800972185,195.185714285714,182.790062111801,27.2809004259606,28.8678156546272,106.938473291925
